"PUMFID","WGHT_EPI","DDAY","STARTIME","ENDTIME","STARTMIN","ENDMIN","DURATION","LOCATION","origin","destination","dest","orig","YEAR","MODE"
11954,2709.6871,3,1230,1240,750,760,10,315,307,301,"work or school","Library, museum or theatre",2015,"walking"
11957,373.3315,6,1425,1435,865,875,10,315,303,303,"other's home","other's home",2015,"walking"
11959,1831.3194,5,1600,1610,960,970,10,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
11959,1831.3194,5,1710,1725,1030,1045,15,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
11962,1408.139,6,1800,1815,1080,1095,15,315,303,309,"Restaurant, bar or club","other's home",2015,"walking"
11962,1408.139,6,1900,1915,1140,1155,15,315,309,303,"other's home","Restaurant, bar or club",2015,"walking"
11970,1567.0972,1,1040,1050,640,650,10,315,300,301,"work or school","home",2015,"walking"
11970,1567.0972,1,1815,1820,1095,1100,5,315,301,306,"Grocery store, other stores or mall","work or school",2015,"walking"
11970,1567.0972,1,1840,1845,1120,1125,5,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
11979,3773.8192,6,600,610,360,370,10,315,300,301,"work or school","home",2015,"walking"
11984,1120.5895,5,1700,1705,1020,1025,5,315,301,300,"home","work or school",2015,"walking"
11996,2105.3888,6,1330,1335,810,815,5,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12020,285.3017,1,1835,1840,1115,1120,5,315,303,300,"home","other's home",2015,"walking"
12027,2537.1413,1,1940,1950,1180,1190,10,315,303,300,"home","other's home",2015,"walking"
12046,561.7289,4,825,900,505,540,35,315,300,301,"work or school","home",2015,"walking"
12046,561.7289,4,1715,1735,1035,1055,20,315,301,300,"home","work or school",2015,"walking"
12046,561.7289,4,2225,2230,1345,1350,5,315,309,300,"home","Restaurant, bar or club",2015,"walking"
12085,1414.6584,7,1230,1235,750,755,5,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12085,1414.6584,7,1255,1300,775,780,5,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12086,808.1776,5,915,925,555,565,10,315,300,307,"Library, museum or theatre","home",2015,"walking"
12086,808.1776,5,1200,1210,720,730,10,315,307,309,"Restaurant, bar or club","Library, museum or theatre",2015,"walking"
12086,808.1776,5,1300,1310,780,790,10,315,309,301,"work or school","Restaurant, bar or club",2015,"walking"
12086,808.1776,5,1800,1815,1080,1095,15,315,301,300,"home","work or school",2015,"walking"
12089,2982.3276,7,900,930,540,570,30,315,303,301,"work or school","other's home",2015,"walking"
12089,2982.3276,7,1700,1730,1020,1050,30,315,301,303,"other's home","work or school",2015,"walking"
12098,1802.0626,3,1330,1350,810,830,20,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12107,3954.3761,6,1915,1925,1155,1165,10,315,309,300,"home","Restaurant, bar or club",2015,"walking"
12136,862.3432,4,800,810,480,490,10,315,300,302,"business","home",2015,"walking"
12139,536.2826,6,740,750,460,470,10,315,300,300,"home","home",2015,"walking"
12139,536.2826,6,1200,1220,720,740,20,315,300,300,"home","home",2015,"walking"
12139,536.2826,6,1420,1440,860,880,20,315,300,300,"home","home",2015,"walking"
12140,1657.6606,7,1745,1750,1065,1070,5,315,300,300,"home","home",2015,"walking"
12140,1657.6606,7,1830,1835,1110,1115,5,315,300,300,"home","home",2015,"walking"
12142,811.0911,3,1045,1115,645,675,30,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12142,811.0911,3,1145,1215,705,735,30,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12159,1840.4364,7,1535,1635,935,995,60,315,300,305,"outdoors","home",2015,"walking"
12159,1840.4364,7,1835,1935,1115,1175,60,315,305,303,"other's home","outdoors",2015,"walking"
12166,152.2558,6,1140,1150,700,710,10,315,300,310,"Place of worship","home",2015,"walking"
12166,152.2558,6,1245,1255,765,775,10,315,310,300,"home","Place of worship",2015,"walking"
12175,400.7407,2,750,755,470,475,5,315,300,309,"Restaurant, bar or club","home",2015,"walking"
12175,400.7407,2,855,900,535,540,5,315,309,300,"home","Restaurant, bar or club",2015,"walking"
12175,400.7407,2,1300,1310,780,790,10,315,300,300,"home","home",2015,"walking"
12175,400.7407,2,1410,1420,850,860,10,315,300,300,"home","home",2015,"walking"
12184,821.814,4,1715,1720,1035,1040,5,315,306,306,"Grocery store, other stores or mall","Grocery store, other stores or mall",2015,"walking"
12184,821.814,4,1730,1735,1050,1055,5,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12206,1143.183,1,715,745,435,465,30,315,300,300,"home","home",2015,"walking"
12208,876.6247,6,900,910,540,550,10,315,300,309,"Restaurant, bar or club","home",2015,"walking"
12208,876.6247,6,1115,1125,675,685,10,315,309,300,"home","Restaurant, bar or club",2015,"walking"
12211,1828.8285,4,1500,1515,900,915,15,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12211,1828.8285,4,1600,1615,960,975,15,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12216,3534.2732,5,740,745,460,465,5,315,300,301,"work or school","home",2015,"walking"
12216,3534.2732,5,1435,1440,875,880,5,315,301,300,"home","work or school",2015,"walking"
12241,1432.1976,6,1130,1140,690,700,10,315,301,309,"Restaurant, bar or club","work or school",2015,"walking"
12241,1432.1976,6,1235,1250,755,770,15,315,306,301,"work or school","Grocery store, other stores or mall",2015,"walking"
12241,1432.1976,6,1330,1340,810,820,10,315,301,303,"other's home","work or school",2015,"walking"
12241,1432.1976,6,2000,2010,1200,1210,10,315,300,305,"outdoors","home",2015,"walking"
12241,1432.1976,6,2200,2210,1320,1330,10,315,305,300,"home","outdoors",2015,"walking"
12248,9645.7354,7,1805,1825,1085,1105,20,315,309,305,"outdoors","Restaurant, bar or club",2015,"walking"
12249,2174.0085,5,1030,1035,630,635,5,315,301,306,"Grocery store, other stores or mall","work or school",2015,"walking"
12249,2174.0085,5,1145,1150,705,710,5,315,306,301,"work or school","Grocery store, other stores or mall",2015,"walking"
12254,1233.7133,5,940,950,580,590,10,315,300,301,"work or school","home",2015,"walking"
12254,1233.7133,5,1530,1540,930,940,10,315,301,300,"home","work or school",2015,"walking"
12256,1917.6085,2,830,855,510,535,25,315,300,301,"work or school","home",2015,"walking"
12256,1917.6085,2,1640,1650,1000,1010,10,315,300,307,"Library, museum or theatre","home",2015,"walking"
12256,1917.6085,2,1735,1745,1055,1065,10,315,307,309,"Restaurant, bar or club","Library, museum or theatre",2015,"walking"
12258,1095.3996,6,1525,1535,925,935,10,315,300,307,"Library, museum or theatre","home",2015,"walking"
12275,664.2377,2,1800,1830,1080,1110,30,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12275,664.2377,2,1900,1930,1140,1170,30,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12302,3233.4024,7,1000,1010,600,610,10,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12302,3233.4024,7,1145,1200,705,720,15,315,300,300,"home","home",2015,"walking"
12326,4908.8411,7,1130,1200,690,720,30,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12327,1686.7147,3,1430,1440,870,880,10,315,300,307,"Library, museum or theatre","home",2015,"walking"
12327,1686.7147,3,1830,1840,1110,1120,10,315,307,305,"outdoors","Library, museum or theatre",2015,"walking"
12338,183.139,1,1910,1925,1150,1165,15,315,300,303,"other's home","home",2015,"walking"
12338,183.139,1,2125,2150,1285,1310,25,315,303,300,"home","other's home",2015,"walking"
12377,886.0624,5,1415,1430,855,870,15,315,300,301,"work or school","home",2015,"walking"
12377,886.0624,5,1445,1500,885,900,15,315,301,300,"home","work or school",2015,"walking"
12391,2622.5843,4,1320,1330,800,810,10,315,301,301,"work or school","work or school",2015,"walking"
12391,2622.5843,4,1450,1500,890,900,10,315,301,301,"work or school","work or school",2015,"walking"
12391,2622.5843,4,1550,1600,950,960,10,315,301,301,"work or school","work or school",2015,"walking"
12393,328.6139,6,920,950,560,590,30,315,300,300,"home","home",2015,"walking"
12414,1562.0588,5,1530,1540,930,940,10,315,301,300,"home","work or school",2015,"walking"
12416,573.4561,3,1830,1900,1110,1140,30,315,300,303,"other's home","home",2015,"walking"
12434,2325.8812,1,1555,1655,955,1015,60,315,300,300,"home","home",2015,"walking"
12459,1240.911,7,1200,1215,720,735,15,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12459,1240.911,7,1225,1240,745,760,15,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12463,2306.819,5,1115,1130,675,690,15,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12470,1281.1067,1,1800,1810,1080,1090,10,315,303,303,"other's home","other's home",2015,"walking"
12472,1880.2411,4,1030,1035,630,635,5,315,300,300,"home","home",2015,"walking"
12472,1880.2411,4,1105,1110,665,670,5,315,300,300,"home","home",2015,"walking"
12480,2680.0146,6,1510,1520,910,920,10,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12480,2680.0146,6,1600,1610,960,970,10,315,306,309,"Restaurant, bar or club","Grocery store, other stores or mall",2015,"walking"
12480,2680.0146,6,1640,1700,1000,1020,20,315,309,300,"home","Restaurant, bar or club",2015,"walking"
12487,3697.1848,1,2000,2030,1200,1230,30,315,303,300,"home","other's home",2015,"walking"
12499,5297.7968,7,1220,1250,740,770,30,315,305,309,"Restaurant, bar or club","outdoors",2015,"walking"
12499,5297.7968,7,1635,1645,995,1005,10,315,305,305,"outdoors","outdoors",2015,"walking"
12510,1329.2439,5,1155,1205,715,725,10,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12521,2987.8419,1,1400,1410,840,850,10,315,300,305,"outdoors","home",2015,"walking"
12521,2987.8419,1,1700,1710,1020,1030,10,315,305,300,"home","outdoors",2015,"walking"
12522,3118.8491,4,1840,1850,1120,1130,10,315,300,309,"Restaurant, bar or club","home",2015,"walking"
12522,3118.8491,4,2100,2110,1260,1270,10,315,309,306,"Grocery store, other stores or mall","Restaurant, bar or club",2015,"walking"
12522,3118.8491,4,2230,2240,1350,1360,10,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12548,990.2693,4,1200,1210,720,730,10,315,300,301,"work or school","home",2015,"walking"
12548,990.2693,4,2100,2110,1260,1270,10,315,301,300,"home","work or school",2015,"walking"
12553,1196.1425,1,1000,1010,600,610,10,315,300,300,"home","home",2015,"walking"
12576,1926.1471,4,600,610,360,370,10,315,300,301,"work or school","home",2015,"walking"
12576,1926.1471,4,1600,1610,960,970,10,315,301,300,"home","work or school",2015,"walking"
12576,1926.1471,4,1720,1730,1040,1050,10,315,300,309,"Restaurant, bar or club","home",2015,"walking"
12576,1926.1471,4,1900,1910,1140,1150,10,315,309,300,"home","Restaurant, bar or club",2015,"walking"
12615,486.9953,7,1125,1200,685,720,35,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12619,1017.4044,7,1300,1310,780,790,10,315,300,303,"other's home","home",2015,"walking"
12619,1017.4044,7,1610,1620,970,980,10,315,303,300,"home","other's home",2015,"walking"
12621,891.8972,7,1200,1215,720,735,15,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12621,891.8972,7,1415,1430,855,870,15,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12631,2264.8041,5,1320,1330,800,810,10,315,301,303,"other's home","work or school",2015,"walking"
12631,2264.8041,5,1415,1425,855,865,10,315,303,300,"home","other's home",2015,"walking"
12636,977.3997,7,830,840,510,520,10,315,300,301,"work or school","home",2015,"walking"
12636,977.3997,7,1710,1720,1030,1040,10,315,301,300,"home","work or school",2015,"walking"
12637,479.9699,7,700,730,420,450,30,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12637,479.9699,7,800,830,480,510,30,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12644,1812.0187,4,620,630,380,390,10,315,300,301,"work or school","home",2015,"walking"
12650,603.5847,3,805,830,485,510,25,315,302,302,"business","business",2015,"walking"
12652,2804.345,6,1110,1115,670,675,5,315,307,306,"Grocery store, other stores or mall","Library, museum or theatre",2015,"walking"
12652,2804.345,6,1130,1135,690,695,5,315,306,309,"Restaurant, bar or club","Grocery store, other stores or mall",2015,"walking"
12654,1149.718,2,700,730,420,450,30,315,301,300,"home","work or school",2015,"walking"
12668,3506.1231,6,1100,1115,660,675,15,315,306,306,"Grocery store, other stores or mall","Grocery store, other stores or mall",2015,"walking"
12673,475.6753,2,700,705,420,425,5,315,300,301,"work or school","home",2015,"walking"
12683,10110.782,4,1030,1035,630,635,5,315,300,301,"work or school","home",2015,"walking"
12683,10110.782,4,2200,2215,1320,1335,15,315,309,303,"other's home","Restaurant, bar or club",2015,"walking"
12695,253.646,1,700,715,420,435,15,315,301,300,"home","work or school",2015,"walking"
12695,253.646,1,2245,2300,1365,1380,15,315,300,301,"work or school","home",2015,"walking"
12696,896.0439,6,1700,1705,1020,1025,5,315,301,309,"Restaurant, bar or club","work or school",2015,"walking"
12699,1871.9857,2,845,855,525,535,10,315,300,301,"work or school","home",2015,"walking"
12699,1871.9857,2,1700,1710,1020,1030,10,315,301,300,"home","work or school",2015,"walking"
12710,906.4879,6,2010,2030,1210,1230,20,315,300,309,"Restaurant, bar or club","home",2015,"walking"
12710,906.4879,6,2330,2350,1410,1430,20,315,309,300,"home","Restaurant, bar or club",2015,"walking"
12727,632.0675,2,1800,1815,1080,1095,15,315,307,300,"home","Library, museum or theatre",2015,"walking"
12740,603.503,1,1715,1725,1035,1045,10,315,300,300,"home","home",2015,"walking"
12744,3508.7515,2,700,715,420,435,15,315,301,300,"home","work or school",2015,"walking"
12744,3508.7515,2,2215,2235,1335,1355,20,315,300,301,"work or school","home",2015,"walking"
12751,637.7008,3,1155,1200,715,720,5,315,301,309,"Restaurant, bar or club","work or school",2015,"walking"
12751,637.7008,3,1250,1300,770,780,10,315,309,301,"work or school","Restaurant, bar or club",2015,"walking"
12751,637.7008,3,1420,1435,860,875,15,315,301,303,"other's home","work or school",2015,"walking"
12760,609.1918,5,1900,1915,1140,1155,15,315,300,309,"Restaurant, bar or club","home",2015,"walking"
12768,2679.2246,7,1330,1345,810,825,15,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
12768,2679.2246,7,1405,1420,845,860,15,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12789,685.3337,7,1620,1630,980,990,10,315,300,305,"outdoors","home",2015,"walking"
12789,685.3337,7,1930,1940,1170,1180,10,315,305,300,"home","outdoors",2015,"walking"
12792,436.1401,3,1630,1710,990,1030,40,315,301,300,"home","work or school",2015,"walking"
12798,3068.4963,1,1700,1705,1020,1025,5,315,301,306,"Grocery store, other stores or mall","work or school",2015,"walking"
12814,5438.7321,3,1425,1435,865,875,10,315,301,301,"work or school","work or school",2015,"walking"
12829,3434.0196,2,1100,1130,660,690,30,315,300,303,"other's home","home",2015,"walking"
12829,3434.0196,2,1600,1630,960,990,30,315,303,300,"home","other's home",2015,"walking"
12830,4517.147,1,2100,2200,1260,1320,60,315,300,303,"other's home","home",2015,"walking"
12833,622.5011,1,1205,1215,725,735,10,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
12836,7227.3787,5,1530,1545,930,945,15,315,300,300,"home","home",2015,"walking"
12838,5515.4868,3,815,2315,495,1395,900,315,300,300,"home","home",2015,"walking"
12853,1027.1834,1,900,930,540,570,30,315,300,300,"home","home",2015,"walking"
12860,2146.3401,3,1430,1440,870,880,10,315,300,305,"outdoors","home",2015,"walking"
12860,2146.3401,3,1530,1540,930,940,10,315,305,300,"home","outdoors",2015,"walking"
12881,1122.0328,1,1240,1300,760,780,20,315,310,300,"home","Place of worship",2015,"walking"
12883,1481.6562,6,1300,1305,780,785,5,315,301,309,"Restaurant, bar or club","work or school",2015,"walking"
12883,1481.6562,6,1355,1400,835,840,5,315,309,301,"work or school","Restaurant, bar or club",2015,"walking"
12900,1253.7649,4,1645,1700,1005,1020,15,315,301,309,"Restaurant, bar or club","work or school",2015,"walking"
12900,1253.7649,4,1800,1830,1080,1110,30,315,309,309,"Restaurant, bar or club","Restaurant, bar or club",2015,"walking"
12900,1253.7649,4,2130,2200,1290,1320,30,315,309,300,"home","Restaurant, bar or club",2015,"walking"
12905,169.5105,3,1030,1130,630,690,60,315,300,300,"home","home",2015,"walking"
12927,309.2453,3,1410,1415,850,855,5,315,300,301,"work or school","home",2015,"walking"
