"PUMFID","WGHT_EPI","DDAY","STARTIME","ENDTIME","STARTMIN","ENDMIN","DURATION","LOCATION","origin","destination","dest","orig","YEAR","MODE"
26692,1675.1494,6,1400,1410,840,850,10,315,301,300,"home","work or school",2015,"walking"
26702,2175.0182,7,1710,1720,1030,1040,10,315,300,303,"other's home","home",2015,"walking"
26725,1122.4724,6,1600,1620,960,980,20,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
26725,1122.4724,6,1720,1740,1040,1060,20,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
26736,1243.5535,4,1140,1150,700,710,10,315,301,300,"home","work or school",2015,"walking"
26736,1243.5535,4,1220,1230,740,750,10,315,300,301,"work or school","home",2015,"walking"
26736,1243.5535,4,1530,1540,930,940,10,315,301,300,"home","work or school",2015,"walking"
26766,5579.6443,1,1200,1205,720,725,5,315,300,305,"outdoors","home",2015,"walking"
26766,5579.6443,1,1505,1510,905,910,5,315,305,300,"home","outdoors",2015,"walking"
26766,5579.6443,1,1610,1615,970,975,5,315,300,305,"outdoors","home",2015,"walking"
26766,5579.6443,1,1745,1750,1065,1070,5,315,305,300,"home","outdoors",2015,"walking"
26768,2032.5664,4,1355,1405,835,845,10,315,305,300,"home","outdoors",2015,"walking"
26776,2861.3441,6,1500,1530,900,930,30,315,300,303,"other's home","home",2015,"walking"
26776,2861.3441,6,1830,1900,1110,1140,30,315,303,300,"home","other's home",2015,"walking"
26778,2932.0396,2,625,635,385,395,10,315,300,301,"work or school","home",2015,"walking"
26778,2932.0396,2,1530,1540,930,940,10,315,301,300,"home","work or school",2015,"walking"
26779,4562.6615,5,1500,1530,900,930,30,315,301,300,"home","work or school",2015,"walking"
26780,1758.7512,5,1030,1040,630,640,10,315,300,303,"other's home","home",2015,"walking"
26780,1758.7512,5,1700,1710,1020,1030,10,315,303,300,"home","other's home",2015,"walking"
26781,553.6146,5,1630,1640,990,1000,10,315,301,301,"work or school","work or school",2015,"walking"
26783,2080.1141,6,955,1005,595,605,10,315,306,301,"work or school","Grocery store, other stores or mall",2015,"walking"
26786,2396.0135,5,1730,1745,1050,1065,15,315,301,306,"Grocery store, other stores or mall","work or school",2015,"walking"
26807,2125.3037,7,1145,1225,705,745,40,315,300,305,"outdoors","home",2015,"walking"
26807,2125.3037,7,2000,2030,1200,1230,30,315,305,303,"other's home","outdoors",2015,"walking"
26807,2125.3037,7,2130,2200,1290,1320,30,315,303,300,"home","other's home",2015,"walking"
26857,541.1177,7,1030,1050,630,650,20,315,303,300,"home","other's home",2015,"walking"
26860,1770.9363,7,1815,1820,1095,1100,5,315,310,306,"Grocery store, other stores or mall","Place of worship",2015,"walking"
26886,5406.7901,7,730,800,450,480,30,315,300,301,"work or school","home",2015,"walking"
26886,5406.7901,7,1800,1820,1080,1100,20,315,301,300,"home","work or school",2015,"walking"
26896,1050.6067,4,600,645,360,405,45,315,300,300,"home","home",2015,"walking"
26896,1050.6067,4,1750,1850,1070,1130,60,315,300,300,"home","home",2015,"walking"
26916,1000.4895,7,1815,1820,1095,1100,5,315,300,301,"work or school","home",2015,"walking"
26916,1000.4895,7,345,400,1665,1680,15,315,301,300,"home","work or school",2015,"walking"
26930,759.1899,6,1040,1045,640,645,5,315,306,309,"Restaurant, bar or club","Grocery store, other stores or mall",2015,"walking"
26944,276.957,3,715,800,435,480,45,315,300,301,"work or school","home",2015,"walking"
26944,276.957,3,1600,1630,960,990,30,315,301,300,"home","work or school",2015,"walking"
26958,944.3318,6,750,800,470,480,10,315,300,301,"work or school","home",2015,"walking"
26958,944.3318,6,1510,1520,910,920,10,315,301,300,"home","work or school",2015,"walking"
26960,157.0225,1,1730,1735,1050,1055,5,315,300,303,"other's home","home",2015,"walking"
26960,157.0225,1,2000,2005,1200,1205,5,315,303,300,"home","other's home",2015,"walking"
26979,514.4615,3,1625,1655,985,1015,30,315,300,303,"other's home","home",2015,"walking"
26979,514.4615,3,1935,2005,1175,1205,30,315,303,300,"home","other's home",2015,"walking"
26994,12292.9264,7,800,825,480,505,25,315,300,301,"work or school","home",2015,"walking"
26994,12292.9264,7,1625,1650,985,1010,25,315,301,300,"home","work or school",2015,"walking"
27037,1448.3268,1,1540,1550,940,950,10,315,303,300,"home","other's home",2015,"walking"
27037,1448.3268,1,1620,1630,980,990,10,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
27037,1448.3268,1,1640,1650,1000,1010,10,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
27042,2679.7104,5,1830,1845,1110,1125,15,315,309,307,"Library, museum or theatre","Restaurant, bar or club",2015,"walking"
27046,2563.9634,4,1800,1830,1080,1110,30,315,300,303,"other's home","home",2015,"walking"
27046,2563.9634,4,2000,2030,1200,1230,30,315,303,300,"home","other's home",2015,"walking"
27049,727.6048,6,900,1210,540,730,190,315,306,301,"work or school","Grocery store, other stores or mall",2015,"walking"
27083,1622.1953,1,1500,1530,900,930,30,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
27083,1622.1953,1,1700,1745,1020,1065,45,315,306,303,"other's home","Grocery store, other stores or mall",2015,"walking"
27083,1622.1953,1,1800,1810,1080,1090,10,315,303,300,"home","other's home",2015,"walking"
27097,2948.2469,1,710,740,430,460,30,315,300,300,"home","home",2015,"walking"
27097,2948.2469,1,1400,1430,840,870,30,315,300,300,"home","home",2015,"walking"
27099,536.4577,5,1130,1145,690,705,15,315,300,307,"Library, museum or theatre","home",2015,"walking"
27099,536.4577,5,1500,1530,900,930,30,315,307,300,"home","Library, museum or theatre",2015,"walking"
27114,1160.6942,7,1455,1500,895,900,5,315,306,306,"Grocery store, other stores or mall","Grocery store, other stores or mall",2015,"walking"
27148,2089.4747,7,1615,1620,975,980,5,315,306,306,"Grocery store, other stores or mall","Grocery store, other stores or mall",2015,"walking"
27171,657.7108,4,730,800,450,480,30,315,300,301,"work or school","home",2015,"walking"
27171,657.7108,4,1800,1830,1080,1110,30,315,301,300,"home","work or school",2015,"walking"
27172,1310.3721,5,420,430,260,270,10,315,300,300,"home","home",2015,"walking"
27172,1310.3721,5,1300,1310,780,790,10,315,300,309,"Restaurant, bar or club","home",2015,"walking"
27172,1310.3721,5,1320,1330,800,810,10,315,309,300,"home","Restaurant, bar or club",2015,"walking"
27173,2147.9429,4,1715,1730,1035,1050,15,315,300,301,"work or school","home",2015,"walking"
27173,2147.9429,4,2100,2115,1260,1275,15,315,301,300,"home","work or school",2015,"walking"
27178,1236.6071,4,940,955,580,595,15,315,300,300,"home","home",2015,"walking"
27178,1236.6071,4,1100,1115,660,675,15,315,300,300,"home","home",2015,"walking"
27178,1236.6071,4,1330,1400,810,840,30,315,300,300,"home","home",2015,"walking"
27198,3667.3775,5,830,840,510,520,10,315,300,301,"work or school","home",2015,"walking"
27198,3667.3775,5,1700,1710,1020,1030,10,315,301,300,"home","work or school",2015,"walking"
27202,759.3574,3,1940,1950,1180,1190,10,315,309,307,"Library, museum or theatre","Restaurant, bar or club",2015,"walking"
27222,2195.5262,3,1655,1710,1015,1030,15,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
27226,435.7232,3,1825,1835,1105,1115,10,315,300,300,"home","home",2015,"walking"
27241,1042.8207,5,2330,2340,1410,1420,10,315,309,309,"Restaurant, bar or club","Restaurant, bar or club",2015,"walking"
27246,1580.668,2,1530,1605,930,965,35,315,300,300,"home","home",2015,"walking"
27291,4403.8577,4,1550,1600,950,960,10,315,300,300,"home","home",2015,"walking"
27306,5193.7339,4,810,835,490,515,25,315,300,301,"work or school","home",2015,"walking"
27306,5193.7339,4,1500,1530,900,930,30,315,301,300,"home","work or school",2015,"walking"
27311,8032.2746,4,1930,1940,1170,1180,10,315,300,303,"other's home","home",2015,"walking"
27311,8032.2746,4,2300,2310,1380,1390,10,315,303,300,"home","other's home",2015,"walking"
27318,1673.0739,2,840,900,520,540,20,315,300,301,"work or school","home",2015,"walking"
27318,1673.0739,2,1430,1450,870,890,20,315,301,300,"home","work or school",2015,"walking"
27324,1793.9054,3,1130,1140,690,700,10,315,300,301,"work or school","home",2015,"walking"
27324,1793.9054,3,1240,1250,760,770,10,315,301,300,"home","work or school",2015,"walking"
27324,1793.9054,3,1510,1520,910,920,10,315,300,301,"work or school","home",2015,"walking"
27324,1793.9054,3,1610,1620,970,980,10,315,301,300,"home","work or school",2015,"walking"
27330,732.1075,2,1005,1010,605,610,5,315,300,305,"outdoors","home",2015,"walking"
27330,732.1075,2,1225,1230,745,750,5,315,305,300,"home","outdoors",2015,"walking"
27350,1381.9095,7,825,835,505,515,10,315,300,301,"work or school","home",2015,"walking"
27353,2242.2431,6,745,755,465,475,10,315,300,301,"work or school","home",2015,"walking"
27353,2242.2431,6,1600,1610,960,970,10,315,301,300,"home","work or school",2015,"walking"
27356,1237.0418,2,800,810,480,490,10,315,300,301,"work or school","home",2015,"walking"
27356,1237.0418,2,1840,1850,1120,1130,10,315,300,301,"work or school","home",2015,"walking"
27356,1237.0418,2,2200,2210,1320,1330,10,315,301,300,"home","work or school",2015,"walking"
27361,166.4195,2,1330,1335,810,815,5,315,300,303,"other's home","home",2015,"walking"
27361,166.4195,2,1540,1545,940,945,5,315,303,300,"home","other's home",2015,"walking"
27386,1256.5375,4,1610,1615,970,975,5,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
27386,1256.5375,4,1835,1840,1115,1120,5,315,300,306,"Grocery store, other stores or mall","home",2015,"walking"
27386,1256.5375,4,1850,1855,1130,1135,5,315,306,300,"home","Grocery store, other stores or mall",2015,"walking"
10025,1398.974,1,1320,1335,800,815,15,318,300,309,"Restaurant, bar or club","home",2015,"cycling"
10025,1398.974,1,1535,1600,935,960,25,318,309,300,"home","Restaurant, bar or club",2015,"cycling"
10095,1589.6716,3,730,800,450,480,30,318,300,301,"work or school","home",2015,"cycling"
10095,1589.6716,3,1730,1800,1050,1080,30,318,301,300,"home","work or school",2015,"cycling"
10095,1589.6716,3,1900,1915,1140,1155,15,318,300,309,"Restaurant, bar or club","home",2015,"cycling"
10095,1589.6716,3,2200,2215,1320,1335,15,318,309,300,"home","Restaurant, bar or club",2015,"cycling"
10235,1495.6037,4,745,830,465,510,45,318,300,301,"work or school","home",2015,"cycling"
10235,1495.6037,4,1600,1645,960,1005,45,318,301,300,"home","work or school",2015,"cycling"
10377,1059.6012,5,715,730,435,450,15,318,300,301,"work or school","home",2015,"cycling"
10377,1059.6012,5,1700,1715,1020,1035,15,318,301,300,"home","work or school",2015,"cycling"
10381,2148.5665,1,2100,2130,1260,1290,30,318,303,300,"home","other's home",2015,"cycling"
10401,4451.4744,6,610,650,370,410,40,318,300,301,"work or school","home",2015,"cycling"
10401,4451.4744,6,1700,1800,1020,1080,60,318,301,300,"home","work or school",2015,"cycling"
10511,6818.9641,6,400,445,240,285,45,318,300,300,"home","home",2015,"cycling"
10634,549.0803,3,830,845,510,525,15,318,300,301,"work or school","home",2015,"cycling"
10634,549.0803,3,1900,1915,1140,1155,15,318,301,300,"home","work or school",2015,"cycling"
11265,2279.1002,2,515,540,315,340,25,318,300,301,"work or school","home",2015,"cycling"
11265,2279.1002,2,1400,1600,840,960,120,318,301,301,"work or school","work or school",2015,"cycling"
11316,711.7055,3,1355,1405,835,845,10,318,300,303,"other's home","home",2015,"cycling"
11316,711.7055,3,1505,1515,905,915,10,318,303,300,"home","other's home",2015,"cycling"
11440,467.302,1,1405,1415,845,855,10,318,300,303,"other's home","home",2015,"cycling"
11546,911.24,4,1545,1645,945,1005,60,318,300,300,"home","home",2015,"cycling"
11801,753.2441,4,1600,1630,960,990,30,318,300,309,"Restaurant, bar or club","home",2015,"cycling"
11801,753.2441,4,1715,1730,1035,1050,15,318,309,307,"Library, museum or theatre","Restaurant, bar or club",2015,"cycling"
11801,753.2441,4,1810,1820,1090,1100,10,318,307,300,"home","Library, museum or theatre",2015,"cycling"
11883,1730.9024,5,1500,1515,900,915,15,318,300,307,"Library, museum or theatre","home",2015,"cycling"
11883,1730.9024,5,1700,1715,1020,1035,15,318,307,300,"home","Library, museum or theatre",2015,"cycling"
11962,1408.139,6,1400,1420,840,860,20,318,300,305,"outdoors","home",2015,"cycling"
11962,1408.139,6,1645,1700,1005,1020,15,318,305,303,"other's home","outdoors",2015,"cycling"
11962,1408.139,6,2200,2215,1320,1335,15,318,303,300,"home","other's home",2015,"cycling"
12135,1743.1469,6,900,915,540,555,15,318,300,301,"work or school","home",2015,"cycling"
12135,1743.1469,6,1715,1730,1035,1050,15,318,301,300,"home","work or school",2015,"cycling"
12701,4907.7651,3,620,630,380,390,10,318,300,301,"work or school","home",2015,"cycling"
12701,4907.7651,3,930,940,570,580,10,318,301,300,"home","work or school",2015,"cycling"
12723,4057.8855,3,1215,1230,735,750,15,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
12762,3689.4916,4,735,800,455,480,25,318,300,301,"work or school","home",2015,"cycling"
12762,3689.4916,4,1130,1200,690,720,30,318,301,300,"home","work or school",2015,"cycling"
12960,974.1991,2,800,815,480,495,15,318,300,301,"work or school","home",2015,"cycling"
12961,4593.7971,4,700,720,420,440,20,318,300,301,"work or school","home",2015,"cycling"
12961,4593.7971,4,1825,1900,1105,1140,35,318,301,300,"home","work or school",2015,"cycling"
12962,4733.9204,2,1300,1400,780,840,60,318,301,300,"home","work or school",2015,"cycling"
13458,1276.6363,3,800,830,480,510,30,318,300,309,"Restaurant, bar or club","home",2015,"cycling"
13458,1276.6363,3,930,950,570,590,20,318,309,300,"home","Restaurant, bar or club",2015,"cycling"
13895,1863.4334,7,730,830,450,510,60,318,301,300,"home","work or school",2015,"cycling"
13895,1863.4334,7,1645,1730,1005,1050,45,318,300,301,"work or school","home",2015,"cycling"
13912,1479.259,7,810,825,490,505,15,318,300,301,"work or school","home",2015,"cycling"
13912,1479.259,7,1630,1645,990,1005,15,318,301,303,"other's home","work or school",2015,"cycling"
14009,8782.1276,6,825,845,505,525,20,318,300,301,"work or school","home",2015,"cycling"
14009,8782.1276,6,1645,1705,1005,1025,20,318,301,300,"home","work or school",2015,"cycling"
14047,30.6187,4,630,645,390,405,15,318,300,301,"work or school","home",2015,"cycling"
14047,30.6187,4,1900,1915,1140,1155,15,318,301,300,"home","work or school",2015,"cycling"
14201,2135.0259,2,730,745,450,465,15,318,300,301,"work or school","home",2015,"cycling"
14201,2135.0259,2,1550,1605,950,965,15,318,301,300,"home","work or school",2015,"cycling"
14216,852.558,3,800,810,480,490,10,318,300,301,"work or school","home",2015,"cycling"
14216,852.558,3,1600,1610,960,970,10,318,301,300,"home","work or school",2015,"cycling"
14340,1798.2974,5,2000,2015,1200,1215,15,318,300,303,"other's home","home",2015,"cycling"
14340,1798.2974,5,2200,2215,1320,1335,15,318,303,300,"home","other's home",2015,"cycling"
14503,4751.805,5,630,650,390,410,20,318,300,301,"work or school","home",2015,"cycling"
14503,4751.805,5,1540,1600,940,960,20,318,301,300,"home","work or school",2015,"cycling"
14556,3270.3104,3,700,720,420,440,20,318,300,301,"work or school","home",2015,"cycling"
14556,3270.3104,3,1120,1130,680,690,10,318,301,300,"home","work or school",2015,"cycling"
14556,3270.3104,3,1225,1235,745,755,10,318,300,301,"work or school","home",2015,"cycling"
14651,915.245,7,745,805,465,485,20,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
14651,915.245,7,820,840,500,520,20,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
14678,1511.2056,6,800,815,480,495,15,318,300,301,"work or school","home",2015,"cycling"
15098,2351.0427,1,730,745,450,465,15,318,300,301,"work or school","home",2015,"cycling"
15098,2351.0427,1,1700,1730,1020,1050,30,318,301,300,"home","work or school",2015,"cycling"
15180,2450.1396,5,730,745,450,465,15,318,300,301,"work or school","home",2015,"cycling"
15180,2450.1396,5,1700,1715,1020,1035,15,318,301,300,"home","work or school",2015,"cycling"
15301,2379.1396,7,1700,1900,1020,1140,120,318,300,300,"home","home",2015,"cycling"
15375,1327.1578,3,650,710,410,430,20,318,300,301,"work or school","home",2015,"cycling"
15375,1327.1578,3,1800,1820,1080,1100,20,318,301,300,"home","work or school",2015,"cycling"
15415,5191.2123,4,515,545,315,345,30,318,300,301,"work or school","home",2015,"cycling"
15415,5191.2123,4,1700,1730,1020,1050,30,318,301,300,"home","work or school",2015,"cycling"
15524,935.7069,6,1845,1925,1125,1165,40,318,300,303,"other's home","home",2015,"cycling"
15524,935.7069,6,2130,2145,1290,1305,15,318,303,300,"home","other's home",2015,"cycling"
15563,2142.6156,7,1540,1550,940,950,10,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
15563,2142.6156,7,1620,1630,980,990,10,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
15765,2182.9663,1,1515,1530,915,930,15,318,306,303,"other's home","Grocery store, other stores or mall",2015,"cycling"
15765,2182.9663,1,2100,2105,1260,1265,5,318,303,300,"home","other's home",2015,"cycling"
15851,3866.642,5,815,835,495,515,20,318,300,301,"work or school","home",2015,"cycling"
15962,1129.2884,3,1255,1305,775,785,10,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
15962,1129.2884,3,1645,1705,1005,1025,20,318,300,300,"home","home",2015,"cycling"
16030,3914.6821,6,2120,2130,1280,1290,10,318,300,303,"other's home","home",2015,"cycling"
16424,862.7198,6,845,900,525,540,15,318,300,301,"work or school","home",2015,"cycling"
16591,1704.9666,7,830,840,510,520,10,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
16591,1704.9666,7,910,920,550,560,10,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
16591,1704.9666,7,1115,1125,675,685,10,318,300,300,"home","home",2015,"cycling"
16591,1704.9666,7,1225,1235,745,755,10,318,300,300,"home","home",2015,"cycling"
16620,1496.9968,3,700,740,420,460,40,318,300,301,"work or school","home",2015,"cycling"
16620,1496.9968,3,1545,1615,945,975,30,318,301,300,"home","work or school",2015,"cycling"
16665,1266.7838,3,1200,1230,720,750,30,318,301,301,"work or school","work or school",2015,"cycling"
16665,1266.7838,3,1700,1730,1020,1050,30,318,301,300,"home","work or school",2015,"cycling"
16898,788.9922,4,1530,1630,930,990,60,318,301,300,"home","work or school",2015,"cycling"
17120,1076.3013,7,1745,1800,1065,1080,15,318,300,309,"Restaurant, bar or club","home",2015,"cycling"
17120,1076.3013,7,1915,1935,1155,1175,20,318,309,309,"Restaurant, bar or club","Restaurant, bar or club",2015,"cycling"
17120,1076.3013,7,2005,2020,1205,1220,15,318,309,303,"other's home","Restaurant, bar or club",2015,"cycling"
17120,1076.3013,7,2230,2240,1350,1360,10,318,303,300,"home","other's home",2015,"cycling"
17210,1311.9671,5,700,735,420,455,35,318,300,301,"work or school","home",2015,"cycling"
17373,416.7862,6,800,815,480,495,15,318,300,301,"work or school","home",2015,"cycling"
17542,916.1118,1,900,915,540,555,15,318,300,310,"Place of worship","home",2015,"cycling"
17542,916.1118,1,1015,1025,615,625,10,318,310,300,"home","Place of worship",2015,"cycling"
17635,3642.4103,2,1400,1415,840,855,15,318,300,303,"other's home","home",2015,"cycling"
17635,3642.4103,2,1445,1500,885,900,15,318,303,303,"other's home","other's home",2015,"cycling"
17635,3642.4103,2,1530,1545,930,945,15,318,303,300,"home","other's home",2015,"cycling"
18434,2594.6871,3,600,620,360,380,20,318,300,301,"work or school","home",2015,"cycling"
18434,2594.6871,3,1445,1515,885,915,30,318,301,300,"home","work or school",2015,"cycling"
18553,3153.0369,6,1120,1130,680,690,10,318,300,301,"work or school","home",2015,"cycling"
18553,3153.0369,6,1140,1150,700,710,10,318,301,300,"home","work or school",2015,"cycling"
18702,1449.8612,3,845,900,525,540,15,318,300,301,"work or school","home",2015,"cycling"
18702,1449.8612,3,1700,1715,1020,1035,15,318,301,300,"home","work or school",2015,"cycling"
18935,1661.8567,4,1030,1055,630,655,25,318,300,301,"work or school","home",2015,"cycling"
18935,1661.8567,4,2130,2200,1290,1320,30,318,301,300,"home","work or school",2015,"cycling"
19154,1334.8384,4,900,915,540,555,15,318,300,301,"work or school","home",2015,"cycling"
19154,1334.8384,4,1900,1920,1140,1160,20,318,301,300,"home","work or school",2015,"cycling"
19199,1726.6431,4,1440,1450,880,890,10,318,300,300,"home","home",2015,"cycling"
19243,2149.5568,1,1100,1110,660,670,10,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
19243,2149.5568,1,1130,1140,690,700,10,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
19397,932.0243,3,830,900,510,540,30,318,300,301,"work or school","home",2015,"cycling"
19397,932.0243,3,1730,1800,1050,1080,30,318,300,300,"home","home",2015,"cycling"
19483,2618.2351,5,1100,1120,660,680,20,318,300,309,"Restaurant, bar or club","home",2015,"cycling"
19483,2618.2351,5,1200,1230,720,750,30,318,309,305,"outdoors","Restaurant, bar or club",2015,"cycling"
19483,2618.2351,5,1240,1250,760,770,10,318,305,300,"home","outdoors",2015,"cycling"
19669,1378.198,6,1015,1020,615,620,5,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
19669,1378.198,6,1135,1140,695,700,5,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
19990,1396.9786,7,1715,1730,1035,1050,15,318,300,301,"work or school","home",2015,"cycling"
20248,12683.8192,5,1700,1715,1020,1035,15,318,300,301,"work or school","home",2015,"cycling"
20248,12683.8192,5,2230,2300,1350,1380,30,318,301,301,"work or school","work or school",2015,"cycling"
20248,12683.8192,5,200,220,1560,1580,20,318,301,300,"home","work or school",2015,"cycling"
20544,1364.8384,4,1230,1245,750,765,15,318,300,301,"work or school","home",2015,"cycling"
20544,1364.8384,4,1740,1800,1060,1080,20,318,301,300,"home","work or school",2015,"cycling"
20548,2084.3236,4,900,905,540,545,5,318,300,303,"other's home","home",2015,"cycling"
20548,2084.3236,4,1200,1205,720,725,5,318,303,300,"home","other's home",2015,"cycling"
20705,2867.7835,1,800,815,480,495,15,318,300,301,"work or school","home",2015,"cycling"
20705,2867.7835,1,1700,1725,1020,1045,25,318,301,300,"home","work or school",2015,"cycling"
20721,975.3382,4,830,845,510,525,15,318,300,301,"work or school","home",2015,"cycling"
20721,975.3382,4,1700,1730,1020,1050,30,318,301,300,"home","work or school",2015,"cycling"
20923,4039.7996,7,830,845,510,525,15,318,300,301,"work or school","home",2015,"cycling"
20923,4039.7996,7,1800,1815,1080,1095,15,318,301,300,"home","work or school",2015,"cycling"
21390,1820.9459,3,920,935,560,575,15,318,300,301,"work or school","home",2015,"cycling"
21390,1820.9459,3,1700,1715,1020,1035,15,318,301,300,"home","work or school",2015,"cycling"
21895,1413.6894,1,1400,1420,840,860,20,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
22097,861.9312,3,600,645,360,405,45,318,300,301,"work or school","home",2015,"cycling"
22097,861.9312,3,1700,1745,1020,1065,45,318,301,300,"home","work or school",2015,"cycling"
22164,1616.3819,7,635,650,395,410,15,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
22164,1616.3819,7,750,950,470,590,120,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
22382,895.1479,4,1400,1410,840,850,10,318,300,309,"Restaurant, bar or club","home",2015,"cycling"
22382,895.1479,4,1600,1610,960,970,10,318,309,300,"home","Restaurant, bar or club",2015,"cycling"
22400,1337.1866,4,1330,1530,810,930,120,318,300,300,"home","home",2015,"cycling"
22704,1145.0103,4,1500,1510,900,910,10,318,301,300,"home","work or school",2015,"cycling"
22707,198.7311,4,1800,1820,1080,1100,20,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
22707,198.7311,4,1950,2010,1190,1210,20,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
22944,555.1383,6,815,830,495,510,15,318,300,301,"work or school","home",2015,"cycling"
22944,555.1383,6,1630,1700,990,1020,30,318,301,300,"home","work or school",2015,"cycling"
23270,2903.1891,1,1345,1445,825,885,60,318,300,309,"Restaurant, bar or club","home",2015,"cycling"
23270,2903.1891,1,1545,1705,945,1025,80,318,309,300,"home","Restaurant, bar or club",2015,"cycling"
23389,1079.4581,2,1320,1340,800,820,20,318,300,301,"work or school","home",2015,"cycling"
23389,1079.4581,2,2140,2200,1300,1320,20,318,301,300,"home","work or school",2015,"cycling"
23542,1043.9404,2,800,845,480,525,45,318,300,301,"work or school","home",2015,"cycling"
23542,1043.9404,2,1730,1815,1050,1095,45,318,301,300,"home","work or school",2015,"cycling"
23647,1379.1921,4,1600,1620,960,980,20,318,301,306,"Grocery store, other stores or mall","work or school",2015,"cycling"
23647,1379.1921,4,1635,1645,995,1005,10,318,306,303,"other's home","Grocery store, other stores or mall",2015,"cycling"
23647,1379.1921,4,1700,1725,1020,1045,25,318,303,300,"home","other's home",2015,"cycling"
23704,427.5439,7,820,840,500,520,20,318,300,301,"work or school","home",2015,"cycling"
23704,427.5439,7,1800,1820,1080,1100,20,318,301,300,"home","work or school",2015,"cycling"
23869,2336.839,6,830,845,510,525,15,318,300,300,"home","home",2015,"cycling"
23869,2336.839,6,1730,1745,1050,1065,15,318,301,300,"home","work or school",2015,"cycling"
24213,1266.1444,4,910,930,550,570,20,318,300,300,"home","home",2015,"cycling"
24373,2491.4656,6,1015,1030,615,630,15,318,300,301,"work or school","home",2015,"cycling"
24373,2491.4656,6,2300,2315,1380,1395,15,318,301,300,"home","work or school",2015,"cycling"
24425,2053.6916,3,900,905,540,545,5,318,300,301,"work or school","home",2015,"cycling"
24425,2053.6916,3,1205,1210,725,730,5,318,301,300,"home","work or school",2015,"cycling"
24425,2053.6916,3,1310,1315,790,795,5,318,300,301,"work or school","home",2015,"cycling"
24425,2053.6916,3,1615,1620,975,980,5,318,301,300,"home","work or school",2015,"cycling"
24425,2053.6916,3,1820,1825,1100,1105,5,318,300,301,"work or school","home",2015,"cycling"
24425,2053.6916,3,2230,2235,1350,1355,5,318,301,300,"home","work or school",2015,"cycling"
24549,853.6926,1,1430,1445,870,885,15,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
24549,853.6926,1,1500,1515,900,915,15,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
24720,1807.2318,1,745,755,465,475,10,318,305,309,"Restaurant, bar or club","outdoors",2015,"cycling"
24720,1807.2318,1,855,910,535,550,15,318,309,306,"Grocery store, other stores or mall","Restaurant, bar or club",2015,"cycling"
24723,3608.3128,2,730,805,450,485,35,318,300,301,"work or school","home",2015,"cycling"
24788,1507.3196,1,1800,1845,1080,1125,45,318,300,300,"home","home",2015,"cycling"
24829,1070.7281,1,1245,1305,765,785,20,318,305,300,"home","outdoors",2015,"cycling"
24866,2326.5474,6,900,920,540,560,20,318,305,301,"work or school","outdoors",2015,"cycling"
24866,2326.5474,6,1650,1710,1010,1030,20,318,301,300,"home","work or school",2015,"cycling"
24929,307.8991,5,1040,1050,640,650,10,318,301,301,"work or school","work or school",2015,"cycling"
24929,307.8991,5,1200,1215,720,735,15,318,301,301,"work or school","work or school",2015,"cycling"
25018,2089.3852,7,1200,1205,720,725,5,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
25018,2089.3852,7,1405,1435,845,875,30,318,306,300,"home","Grocery store, other stores or mall",2015,"cycling"
25610,401.6378,2,830,905,510,545,35,318,300,301,"work or school","home",2015,"cycling"
25610,401.6378,2,1630,1705,990,1025,35,318,301,300,"home","work or school",2015,"cycling"
25697,4335.4319,7,900,910,540,550,10,318,300,301,"work or school","home",2015,"cycling"
25697,4335.4319,7,1600,1610,960,970,10,318,301,300,"home","work or school",2015,"cycling"
25996,2346.0108,5,1620,1650,980,1010,30,318,300,301,"work or school","home",2015,"cycling"
25996,2346.0108,5,2000,2030,1200,1230,30,318,301,300,"home","work or school",2015,"cycling"
26025,550.3451,3,1545,1600,945,960,15,318,300,306,"Grocery store, other stores or mall","home",2015,"cycling"
